0.10081002830904082427844218070523286659240699496879953203913934800723433799827271e-3,0.86410262957299614417440390118167191410496295381737905641441379527063012867644224e0,0.27592315791656136782280882317399064943735160146444337330419594227123873363969875e1,0.14361301848653203107026508191506541244623764792201148916857461013868920108499823e2
0.20815094099721241496659892075009882291324932401171294700922864682237327051321192e-4,0.18872009777437048186293267026882645682728112759543131239737764374493098627070647e0,0.13906231911063024951694149536454743524047077373946528906576077645600520027927159e1,0.14361301848653203107026508191506541244623764792201148916857461013868920108499823e2
0.26853656879186094505164950733431843261439517898894499257398902866565041798877524e-2,0.42051392341346323788698432377477460928503339680708604708619613123154051505200895e0,0.17803915330283836111234811629291376034257424759817740575116356605248530022321484e1,0.14571737413553345363987962673353442414716660305617876794968389862000911185853766e2
0.13664936741948646596696276419442176584997744589715077812360724472271414559828122e-2,0.16960184365485965711924464801930339353701069745221095940572461309541304251353999e0,0.14874034374340751927215339827790674782209657229152122561961272257741339282299027e1,0.15583470416972024857327219803395328681034614805351060807097106605251471115510248e2
0.61578935253763924971145321654327012098065194476848206812196814431363969652055633e-3,0.64969497713782767052402395395661754465246249782898646599406493031408205525100397e-1,0.14078864983457596220282927174180472842353326484252958262429866269613668849974155e1,0.15583470416972024857327219803395328681034614805351060807097106605251471115510248e2
0.1981363552489606362848707136662192336848396558588889558321530774727565974218031e0,0.13874940793329590720210075726992745911240017674926899271123779114140810851689164e0,0.1494753764404846179320337929213465792759156139023301944420915510479529935715265e1,0.18834664200011543673448943101601136019687978778185913903803792068760048026923498e2
0.49499611126990907734685595659767907182764716471872409083898362474055827932242294e-4,0.86507747552486458440830836494573123125181284957421405655153668809151288538625432e0,0.36217571651708965209956534967025806066762255363787281797028660033888380555294353e1,0.18834664200011543673448943101601136019687978778185913903803792068760048026923498e2
0.19810429782539094108225607623979063879608576623007717150287349479398560827986234e0,0.13866036641265165786061913248120257023755714188702326057354012550169066519298489e0,0.14946866155071484525282299485426986493265958263793181686538302755572660814182735e1,0.18834700924679814704939453991902875257610249086030196483703430940768883170720432e2
0.48400007531639892797790268429613705670639044053254347235034364173220856973026172e-4,0.86509057781915805814485802638020417116628393255897617883634289131480211539013355e0,0.36218053565986563143329782299303499131208762996839748021724264306068543244626484e1,0.18834700924679814704939453991902875257610249086030196483703430940768883170720432e2
0.11920380822489630525225357153043291744711014520928753410562282868418566575915761e-2,0.31203404730450286386088703869590159290764900330014128051804211336920306821541891e0,0.20828850119474765314051330036551128311673342599394605741327501099971214785323538e1,0.19180929196818085806049836418072858890024230384391472359583738975775628199855971e2
0.30103554051031836979844878456199123172419664690446040630376209963828513429274624e0,0.33981227476800774401182779582742065901228388766639780984745679254316982024040713e0,0.18892157599674614454638950583554326788010426153841244796691878352662669008263349e1,0.19180929196818085806049836418072858890024230384391472359583738975775628199855971e2
0.10113655432719647587475848922633013278828096584010428176164776234746369907874794e-2,0.31115030607848101563990182786120589502030730736643273441119443301615155887445713e0,0.20814373935141387575567805829640967849005108880469483248063821180166744987314437e1,0.19185211714164524355513937771390900923803150705176816053233942302522923919936203e2
0.29551865569333996842732508666971444635640703173336914482890963888872189446786333e0,0.33497535547164317193550980311731008793236440445540237550423586315325521180157397e0,0.18789177284297550768553017522943114733886826481981818894588029202064508810423577e1,0.19185211714164524355513937771390900923803150705176816053233942302522923919936203e2
0.18714595838595312676606667042907600802007638511898301495164733095900957123058531e0,0.93981219400850845732221155189410315311518473309399041747405488800503557708767304e-1,0.15492732905670853424783690885810237906646729903416375749752820315069469205794105e1,0.20000476430082329759330829008409767187091651086021875802636802601059139368201636e2
0.34660020617049181169839829636393202129617912509755199881663345135449609533211247e-2,0.19096947523868273608878292772769918203684859042160344837934290812465800435823412e0,0.19400186434700712471056008817557396894918963220639817064965505903316388514302555e1,0.20000476430082329759330829008409767187091651086021875802636802601059139368201636e2
0.20538865318029373044418148326169788711461598731140461170967243416112821097878301e0,0.19526684192583279762188923183318095902709430166159295300795475951263171740642759e0,0.1689636492769628186181314325799375200626365142819900719349898417650653954783817e1,0.20009709073233803901618796511919645699385775903142317684952563550963015212435834e2
0.25745286001536340842615521129700856402769196123832468833008932122314604644960584e-1,0.33483586189281477326220451054628133475614363548200458640154133753804488296173772e0,0.22232297669029611983911904709171111895106953700539877806511470438533443930958568e1,0.20009709073233803901618796511919645699385775903142317684952563550963015212435834e2
0.20180736159960083889453993931407133620191964625483487030290082217436411553117488e0,0.17932757800238026593574313882058417477004130422204337044179307948796389551523214e0,0.16613264014304252886045536053814269627833762768559676264887493853647614140325121e1,0.20009755401777085482638159901156312119402432286229950104277162608156027247037908e2
0.20706715448515975223234692754938183644015895013591855441514504016308692920259302e-1,0.31335503608590291448747503630219876466117861941354514841200899167116066415810667e0,0.2174096926387179579533945504809132861709480704409315574356268759630355594852581e1,0.20009755401777085482638159901156312119402432286229950104277162608156027247037908e2
